year,age,item,total,"men person","female person"
105,總計,總計,32482,27259,5223
105,總計,竊盜總計,3748,2951,797
105,總計,重大竊盜,8,6,2
105,總計,普通竊盜,3189,2434,755
105,總計,汽車竊盜,143,132,11
105,總計,機車竊盜,408,379,29
105,總計,贓物,18,15,3
105,總計,賭博,1882,1440,442
105,總計,傷害總計,1466,1249,217
105,總計,重傷害,3,3,0
105,總計,一般傷害,1463,1246,217
105,總計,詐欺背信總計,1986,1450,536
105,總計,詐欺,1900,1387,513
105,總計,背信,86,63,23
105,總計,妨害自由,862,719,143
105,總計,殺人總計,98,85,13
105,總計,故意殺人,86,79,7
105,總計,過失致死,12,6,6
105,總計,駕駛過失,1070,857,213
105,總計,妨害婚姻及家庭,88,48,40
105,總計,妨害風化,182,128,54
105,總計,妨害性自主罪總計,437,429,8
105,總計,強制性交,50,50,0
105,總計,共同強制性交,6,6,0
105,總計,對幼性交,9,9,0
105,總計,性交猥褻,372,364,8
105,總計,內亂,0,0,0
105,總計,恐嚇取財總計,79,73,6
105,總計,重大恐嚇取財,0,0,0
105,總計,一般恐嚇取財,79,73,6
105,總計,擄人勒贖,2,2,0
105,總計,侵占,361,273,88
105,總計,偽造文書印文,243,185,58
105,總計,違反毒品危害防制條例總計,11509,9897,1612
105,總計,第一級毒品,2181,1815,366
105,總計,第二級毒品,8864,7660,1204
105,總計,第三級毒品,453,412,41
105,總計,第四級毒品,4,3,1
105,總計,其他,7,7,0
105,總計,毀棄損壞,284,242,42
105,總計,妨害公務,289,263,26
105,總計,違反著作權法,147,126,21
105,總計,違反商標法,91,34,57
105,總計,妨害電腦使用,59,41,18
105,總計,強盜搶奪總計,114,107,7
105,總計,強盜,71,66,5
105,總計,搶奪,43,41,2
105,總計,竊佔,60,41,19
105,總計,偽造有價證券,26,21,5
105,總計,妨害秩序,78,68,10
105,總計,違反藥事法,15,11,4
105,總計,違反國家總動員法,0,0,0
105,總計,違反森林法,8,7,1
105,總計,公共危險,5497,5035,462
105,總計,侵害墳墓屍體,1,1,0
105,總計,重利,135,117,18
105,總計,妨害名譽,444,313,131
105,總計,違反選罷法,23,15,8
105,總計,妨害祕密,44,36,8
105,總計,遺棄,24,13,11
105,總計,違反貪污治罪條例,0,0,0
105,總計,懲治走私條例,0,0,0
105,總計,妨害兵役,0,0,0
105,總計,偽造貨幣,4,3,1
105,總計,偽造度量衡,0,0,0
105,總計,偽證,1,1,0
105,總計,誣告,49,29,20
105,總計,湮滅證據,0,0,0
105,總計,瀆職,3,2,1
105,總計,脫逃,2,2,0
105,總計,藏匿頂替,4,1,3
105,總計,違反槍砲彈藥刀械管制條例,211,201,10
105,總計,違反就業服務法,0,0,0
105,總計,其他,838,728,110
105,00-05歲嫌犯數,總計,0,0,0
105,00-05歲嫌犯數,竊盜總計,0,0,0
105,00-05歲嫌犯數,重大竊盜,0,0,0
105,00-05歲嫌犯數,普通竊盜,0,0,0
105,00-05歲嫌犯數,汽車竊盜,0,0,0
105,00-05歲嫌犯數,機車竊盜,0,0,0
105,00-05歲嫌犯數,贓物,0,0,0
105,00-05歲嫌犯數,賭博,0,0,0
105,00-05歲嫌犯數,傷害總計,0,0,0
105,00-05歲嫌犯數,重傷害,0,0,0
105,00-05歲嫌犯數,一般傷害,0,0,0
105,00-05歲嫌犯數,詐欺背信總計,0,0,0
105,00-05歲嫌犯數,詐欺,0,0,0
105,00-05歲嫌犯數,背信,0,0,0
105,00-05歲嫌犯數,妨害自由,0,0,0
105,00-05歲嫌犯數,殺人總計,0,0,0
105,00-05歲嫌犯數,故意殺人,0,0,0
105,00-05歲嫌犯數,過失致死,0,0,0
105,00-05歲嫌犯數,駕駛過失,0,0,0
105,00-05歲嫌犯數,妨害婚姻及家庭,0,0,0
105,00-05歲嫌犯數,妨害風化,0,0,0
105,00-05歲嫌犯數,妨害性自主罪總計,0,0,0
105,00-05歲嫌犯數,強制性交,0,0,0
105,00-05歲嫌犯數,共同強制性交,0,0,0
105,00-05歲嫌犯數,對幼性交,0,0,0
105,00-05歲嫌犯數,性交猥褻,0,0,0
105,00-05歲嫌犯數,內亂,0,0,0
105,00-05歲嫌犯數,恐嚇取財總計,0,0,0
105,00-05歲嫌犯數,重大恐嚇取財,0,0,0
105,00-05歲嫌犯數,一般恐嚇取財,0,0,0
105,00-05歲嫌犯數,擄人勒贖,0,0,0
105,00-05歲嫌犯數,侵占,0,0,0
105,00-05歲嫌犯數,偽造文書印文,0,0,0
105,00-05歲嫌犯數,違反毒品危害防制條例總計,0,0,0
105,00-05歲嫌犯數,第一級毒品,0,0,0
105,00-05歲嫌犯數,第二級毒品,0,0,0
105,00-05歲嫌犯數,第三級毒品,0,0,0
105,00-05歲嫌犯數,第四級毒品,0,0,0
105,00-05歲嫌犯數,其他,0,0,0
105,00-05歲嫌犯數,毀棄損壞,0,0,0
105,00-05歲嫌犯數,妨害公務,0,0,0
105,00-05歲嫌犯數,違反著作權法,0,0,0
105,00-05歲嫌犯數,違反商標法,0,0,0
105,00-05歲嫌犯數,妨害電腦使用,0,0,0
105,00-05歲嫌犯數,強盜搶奪總計,0,0,0
105,00-05歲嫌犯數,強盜,0,0,0
105,00-05歲嫌犯數,搶奪,0,0,0
105,00-05歲嫌犯數,竊佔,0,0,0
105,00-05歲嫌犯數,偽造有價證券,0,0,0
105,00-05歲嫌犯數,妨害秩序,0,0,0
105,00-05歲嫌犯數,違反藥事法,0,0,0
105,00-05歲嫌犯數,違反國家總動員法,0,0,0
105,00-05歲嫌犯數,違反森林法,0,0,0
105,00-05歲嫌犯數,公共危險,0,0,0
105,00-05歲嫌犯數,侵害墳墓屍體,0,0,0
105,00-05歲嫌犯數,重利,0,0,0
105,00-05歲嫌犯數,妨害名譽,0,0,0
105,00-05歲嫌犯數,違反選罷法,0,0,0
105,00-05歲嫌犯數,妨害祕密,0,0,0
105,00-05歲嫌犯數,遺棄,0,0,0
105,00-05歲嫌犯數,違反貪污治罪條例,0,0,0
105,00-05歲嫌犯數,懲治走私條例,0,0,0
105,00-05歲嫌犯數,妨害兵役,0,0,0
105,00-05歲嫌犯數,偽造貨幣,0,0,0
105,00-05歲嫌犯數,偽造度量衡,0,0,0
105,00-05歲嫌犯數,偽證,0,0,0
105,00-05歲嫌犯數,誣告,0,0,0
105,00-05歲嫌犯數,湮滅證據,0,0,0
105,00-05歲嫌犯數,瀆職,0,0,0
105,00-05歲嫌犯數,脫逃,0,0,0
105,00-05歲嫌犯數,藏匿頂替,0,0,0
105,00-05歲嫌犯數,違反槍砲彈藥刀械管制條例,0,0,0
105,00-05歲嫌犯數,違反就業服務法,0,0,0
105,00-05歲嫌犯數,其他,0,0,0
105,6-11歲嫌犯數,總計,81,65,16
105,6-11歲嫌犯數,竊盜總計,54,39,15
105,6-11歲嫌犯數,重大竊盜,0,0,0
105,6-11歲嫌犯數,普通竊盜,51,36,15
105,6-11歲嫌犯數,汽車竊盜,0,0,0
105,6-11歲嫌犯數,機車竊盜,3,3,0
105,6-11歲嫌犯數,贓物,0,0,0
105,6-11歲嫌犯數,賭博,0,0,0
105,6-11歲嫌犯數,傷害總計,4,4,0
105,6-11歲嫌犯數,重傷害,0,0,0
105,6-11歲嫌犯數,一般傷害,4,4,0
105,6-11歲嫌犯數,詐欺背信總計,1,1,0
105,6-11歲嫌犯數,詐欺,1,1,0
105,6-11歲嫌犯數,背信,0,0,0
105,6-11歲嫌犯數,妨害自由,0,0,0
105,6-11歲嫌犯數,殺人總計,0,0,0
105,6-11歲嫌犯數,故意殺人,0,0,0
105,6-11歲嫌犯數,過失致死,0,0,0
105,6-11歲嫌犯數,駕駛過失,2,2,0
105,6-11歲嫌犯數,妨害婚姻及家庭,0,0,0
105,6-11歲嫌犯數,妨害風化,0,0,0
105,6-11歲嫌犯數,妨害性自主罪總計,15,15,0
105,6-11歲嫌犯數,強制性交,1,1,0
105,6-11歲嫌犯數,共同強制性交,1,1,0
105,6-11歲嫌犯數,對幼性交,1,1,0
105,6-11歲嫌犯數,性交猥褻,12,12,0
105,6-11歲嫌犯數,內亂,0,0,0
105,6-11歲嫌犯數,恐嚇取財總計,0,0,0
105,6-11歲嫌犯數,重大恐嚇取財,0,0,0
105,6-11歲嫌犯數,一般恐嚇取財,0,0,0
105,6-11歲嫌犯數,擄人勒贖,0,0,0
105,6-11歲嫌犯數,侵占,2,1,1
105,6-11歲嫌犯數,偽造文書印文,0,0,0
105,6-11歲嫌犯數,違反毒品危害防制條例總計,0,0,0
105,6-11歲嫌犯數,第一級毒品,0,0,0
105,6-11歲嫌犯數,第二級毒品,0,0,0
105,6-11歲嫌犯數,第三級毒品,0,0,0
105,6-11歲嫌犯數,第四級毒品,0,0,0
105,6-11歲嫌犯數,其他,0,0,0
105,6-11歲嫌犯數,毀棄損壞,1,1,0
105,6-11歲嫌犯數,妨害公務,0,0,0
105,6-11歲嫌犯數,違反著作權法,0,0,0
105,6-11歲嫌犯數,違反商標法,0,0,0
105,6-11歲嫌犯數,妨害電腦使用,0,0,0
105,6-11歲嫌犯數,強盜搶奪總計,0,0,0
105,6-11歲嫌犯數,強盜,0,0,0
105,6-11歲嫌犯數,搶奪,0,0,0
105,6-11歲嫌犯數,竊佔,0,0,0
105,6-11歲嫌犯數,偽造有價證券,0,0,0
105,6-11歲嫌犯數,妨害秩序,0,0,0
105,6-11歲嫌犯數,違反藥事法,0,0,0
105,6-11歲嫌犯數,違反國家總動員法,0,0,0
105,6-11歲嫌犯數,違反森林法,0,0,0
105,6-11歲嫌犯數,公共危險,1,1,0
105,6-11歲嫌犯數,侵害墳墓屍體,0,0,0
105,6-11歲嫌犯數,重利,0,0,0
105,6-11歲嫌犯數,妨害名譽,1,1,0
105,6-11歲嫌犯數,違反選罷法,0,0,0
105,6-11歲嫌犯數,妨害祕密,0,0,0
105,6-11歲嫌犯數,遺棄,0,0,0
105,6-11歲嫌犯數,違反貪污治罪條例,0,0,0
105,6-11歲嫌犯數,懲治走私條例,0,0,0
105,6-11歲嫌犯數,妨害兵役,0,0,0
105,6-11歲嫌犯數,偽造貨幣,0,0,0
105,6-11歲嫌犯數,偽造度量衡,0,0,0
105,6-11歲嫌犯數,偽證,0,0,0
105,6-11歲嫌犯數,誣告,0,0,0
105,6-11歲嫌犯數,湮滅證據,0,0,0
105,6-11歲嫌犯數,瀆職,0,0,0
105,6-11歲嫌犯數,脫逃,0,0,0
105,6-11歲嫌犯數,藏匿頂替,0,0,0
105,6-11歲嫌犯數,違反槍砲彈藥刀械管制條例,0,0,0
105,6-11歲嫌犯數,違反就業服務法,0,0,0
105,6-11歲嫌犯數,其他,0,0,0
105,12-17歲嫌犯數,總計,1399,1205,194
105,12-17歲嫌犯數,竊盜總計,300,262,38
105,12-17歲嫌犯數,重大竊盜,0,0,0
105,12-17歲嫌犯數,普通竊盜,209,176,33
105,12-17歲嫌犯數,汽車竊盜,3,3,0
105,12-17歲嫌犯數,機車竊盜,88,83,5
105,12-17歲嫌犯數,贓物,0,0,0
105,12-17歲嫌犯數,賭博,23,22,1
105,12-17歲嫌犯數,傷害總計,106,94,12
105,12-17歲嫌犯數,重傷害,0,0,0
105,12-17歲嫌犯數,一般傷害,106,94,12
105,12-17歲嫌犯數,詐欺背信總計,106,91,15
105,12-17歲嫌犯數,詐欺,106,91,15
105,12-17歲嫌犯數,背信,0,0,0
105,12-17歲嫌犯數,妨害自由,35,30,5
105,12-17歲嫌犯數,殺人總計,20,20,0
105,12-17歲嫌犯數,故意殺人,20,20,0
105,12-17歲嫌犯數,過失致死,0,0,0
105,12-17歲嫌犯數,駕駛過失,26,23,3
105,12-17歲嫌犯數,妨害婚姻及家庭,3,3,0
105,12-17歲嫌犯數,妨害風化,2,2,0
105,12-17歲嫌犯數,妨害性自主罪總計,80,74,6
105,12-17歲嫌犯數,強制性交,9,9,0
105,12-17歲嫌犯數,共同強制性交,1,1,0
105,12-17歲嫌犯數,對幼性交,2,2,0
105,12-17歲嫌犯數,性交猥褻,68,62,6
105,12-17歲嫌犯數,內亂,0,0,0
105,12-17歲嫌犯數,恐嚇取財總計,4,4,0
105,12-17歲嫌犯數,重大恐嚇取財,0,0,0
105,12-17歲嫌犯數,一般恐嚇取財,4,4,0
105,12-17歲嫌犯數,擄人勒贖,0,0,0
105,12-17歲嫌犯數,侵占,6,4,2
105,12-17歲嫌犯數,偽造文書印文,2,1,1
105,12-17歲嫌犯數,違反毒品危害防制條例總計,516,427,89
105,12-17歲嫌犯數,第一級毒品,12,8,4
105,12-17歲嫌犯數,第二級毒品,398,324,74
105,12-17歲嫌犯數,第三級毒品,104,93,11
105,12-17歲嫌犯數,第四級毒品,0,0,0
105,12-17歲嫌犯數,其他,2,2,0
105,12-17歲嫌犯數,毀棄損壞,6,5,1
105,12-17歲嫌犯數,妨害公務,5,5,0
105,12-17歲嫌犯數,違反著作權法,0,0,0
105,12-17歲嫌犯數,違反商標法,1,0,1
105,12-17歲嫌犯數,妨害電腦使用,4,4,0
105,12-17歲嫌犯數,強盜搶奪總計,7,7,0
105,12-17歲嫌犯數,強盜,6,6,0
105,12-17歲嫌犯數,搶奪,1,1,0
105,12-17歲嫌犯數,竊佔,0,0,0
105,12-17歲嫌犯數,偽造有價證券,3,3,0
105,12-17歲嫌犯數,妨害秩序,11,11,0
105,12-17歲嫌犯數,違反藥事法,0,0,0
105,12-17歲嫌犯數,違反國家總動員法,0,0,0
105,12-17歲嫌犯數,違反森林法,0,0,0
105,12-17歲嫌犯數,公共危險,51,46,5
105,12-17歲嫌犯數,侵害墳墓屍體,0,0,0
105,12-17歲嫌犯數,重利,1,1,0
105,12-17歲嫌犯數,妨害名譽,31,24,7
105,12-17歲嫌犯數,違反選罷法,0,0,0
105,12-17歲嫌犯數,妨害祕密,5,3,2
105,12-17歲嫌犯數,遺棄,0,0,0
105,12-17歲嫌犯數,違反貪污治罪條例,0,0,0
105,12-17歲嫌犯數,懲治走私條例,0,0,0
105,12-17歲嫌犯數,妨害兵役,0,0,0
105,12-17歲嫌犯數,偽造貨幣,0,0,0
105,12-17歲嫌犯數,偽造度量衡,0,0,0
105,12-17歲嫌犯數,偽證,0,0,0
105,12-17歲嫌犯數,誣告,0,0,0
105,12-17歲嫌犯數,湮滅證據,0,0,0
105,12-17歲嫌犯數,瀆職,0,0,0
105,12-17歲嫌犯數,脫逃,0,0,0
105,12-17歲嫌犯數,藏匿頂替,0,0,0
105,12-17歲嫌犯數,違反槍砲彈藥刀械管制條例,4,4,0
105,12-17歲嫌犯數,違反就業服務法,0,0,0
105,12-17歲嫌犯數,其他,41,35,6
105,18-23歲嫌犯數,總計,4340,3690,650
105,18-23歲嫌犯數,竊盜總計,299,262,37
105,18-23歲嫌犯數,重大竊盜,2,2,0
105,18-23歲嫌犯數,普通竊盜,220,187,33
105,18-23歲嫌犯數,汽車竊盜,12,9,3
105,18-23歲嫌犯數,機車竊盜,65,64,1
105,18-23歲嫌犯數,贓物,1,1,0
105,18-23歲嫌犯數,賭博,106,90,16
105,18-23歲嫌犯數,傷害總計,205,192,13
105,18-23歲嫌犯數,重傷害,0,0,0
105,18-23歲嫌犯數,一般傷害,205,192,13
105,18-23歲嫌犯數,詐欺背信總計,548,421,127
105,18-23歲嫌犯數,詐欺,543,416,127
105,18-23歲嫌犯數,背信,5,5,0
105,18-23歲嫌犯數,妨害自由,102,95,7
105,18-23歲嫌犯數,殺人總計,32,29,3
105,18-23歲嫌犯數,故意殺人,29,28,1
105,18-23歲嫌犯數,過失致死,3,1,2
105,18-23歲嫌犯數,駕駛過失,173,142,31
105,18-23歲嫌犯數,妨害婚姻及家庭,10,7,3
105,18-23歲嫌犯數,妨害風化,14,10,4
105,18-23歲嫌犯數,妨害性自主罪總計,101,101,0
105,18-23歲嫌犯數,強制性交,12,12,0
105,18-23歲嫌犯數,共同強制性交,1,1,0
105,18-23歲嫌犯數,對幼性交,3,3,0
105,18-23歲嫌犯數,性交猥褻,85,85,0
105,18-23歲嫌犯數,內亂,0,0,0
105,18-23歲嫌犯數,恐嚇取財總計,26,24,2
105,18-23歲嫌犯數,重大恐嚇取財,0,0,0
105,18-23歲嫌犯數,一般恐嚇取財,26,24,2
105,18-23歲嫌犯數,擄人勒贖,1,1,0
105,18-23歲嫌犯數,侵占,42,36,6
105,18-23歲嫌犯數,偽造文書印文,53,45,8
105,18-23歲嫌犯數,違反毒品危害防制條例總計,1889,1595,294
105,18-23歲嫌犯數,第一級毒品,54,36,18
105,18-23歲嫌犯數,第二級毒品,1635,1373,262
105,18-23歲嫌犯數,第三級毒品,193,180,13
105,18-23歲嫌犯數,第四級毒品,2,1,1
105,18-23歲嫌犯數,其他,5,5,0
105,18-23歲嫌犯數,毀棄損壞,28,26,2
105,18-23歲嫌犯數,妨害公務,51,46,5
105,18-23歲嫌犯數,違反著作權法,8,8,0
105,18-23歲嫌犯數,違反商標法,20,2,18
105,18-23歲嫌犯數,妨害電腦使用,8,5,3
105,18-23歲嫌犯數,強盜搶奪總計,18,16,2
105,18-23歲嫌犯數,強盜,15,14,1
105,18-23歲嫌犯數,搶奪,3,2,1
105,18-23歲嫌犯數,竊佔,1,1,0
105,18-23歲嫌犯數,偽造有價證券,14,11,3
105,18-23歲嫌犯數,妨害秩序,44,41,3
105,18-23歲嫌犯數,違反藥事法,2,1,1
105,18-23歲嫌犯數,違反國家總動員法,0,0,0
105,18-23歲嫌犯數,違反森林法,0,0,0
105,18-23歲嫌犯數,公共危險,296,262,34
105,18-23歲嫌犯數,侵害墳墓屍體,0,0,0
105,18-23歲嫌犯數,重利,14,13,1
105,18-23歲嫌犯數,妨害名譽,61,49,12
105,18-23歲嫌犯數,違反選罷法,0,0,0
105,18-23歲嫌犯數,妨害祕密,5,4,1
105,18-23歲嫌犯數,遺棄,2,0,2
105,18-23歲嫌犯數,違反貪污治罪條例,0,0,0
105,18-23歲嫌犯數,懲治走私條例,0,0,0
105,18-23歲嫌犯數,妨害兵役,0,0,0
105,18-23歲嫌犯數,偽造貨幣,1,1,0
105,18-23歲嫌犯數,偽造度量衡,0,0,0
105,18-23歲嫌犯數,偽證,1,1,0
105,18-23歲嫌犯數,誣告,5,4,1
105,18-23歲嫌犯數,湮滅證據,0,0,0
105,18-23歲嫌犯數,瀆職,0,0,0
105,18-23歲嫌犯數,脫逃,0,0,0
105,18-23歲嫌犯數,藏匿頂替,2,0,2
105,18-23歲嫌犯數,違反槍砲彈藥刀械管制條例,50,48,2
105,18-23歲嫌犯數,違反就業服務法,0,0,0
105,18-23歲嫌犯數,其他,107,100,7
105,24-29歲嫌犯數,總計,4243,3501,742
105,24-29歲嫌犯數,竊盜總計,356,284,72
105,24-29歲嫌犯數,重大竊盜,1,1,0
105,24-29歲嫌犯數,普通竊盜,310,246,64
105,24-29歲嫌犯數,汽車竊盜,17,13,4
105,24-29歲嫌犯數,機車竊盜,28,24,4
105,24-29歲嫌犯數,贓物,2,2,0
105,24-29歲嫌犯數,賭博,173,153,20
105,24-29歲嫌犯數,傷害總計,141,129,12
105,24-29歲嫌犯數,重傷害,1,1,0
105,24-29歲嫌犯數,一般傷害,140,128,12
105,24-29歲嫌犯數,詐欺背信總計,379,277,102
105,24-29歲嫌犯數,詐欺,371,273,98
105,24-29歲嫌犯數,背信,8,4,4
105,24-29歲嫌犯數,妨害自由,94,79,15
105,24-29歲嫌犯數,殺人總計,14,11,3
105,24-29歲嫌犯數,故意殺人,13,10,3
105,24-29歲嫌犯數,過失致死,1,1,0
105,24-29歲嫌犯數,駕駛過失,142,114,28
105,24-29歲嫌犯數,妨害婚姻及家庭,12,2,10
105,24-29歲嫌犯數,妨害風化,22,19,3
105,24-29歲嫌犯數,妨害性自主罪總計,51,51,0
105,24-29歲嫌犯數,強制性交,3,3,0
105,24-29歲嫌犯數,共同強制性交,0,0,0
105,24-29歲嫌犯數,對幼性交,1,1,0
105,24-29歲嫌犯數,性交猥褻,47,47,0
105,24-29歲嫌犯數,內亂,0,0,0
105,24-29歲嫌犯數,恐嚇取財總計,15,14,1
105,24-29歲嫌犯數,重大恐嚇取財,0,0,0
105,24-29歲嫌犯數,一般恐嚇取財,15,14,1
105,24-29歲嫌犯數,擄人勒贖,0,0,0
105,24-29歲嫌犯數,侵占,47,34,13
105,24-29歲嫌犯數,偽造文書印文,33,27,6
105,24-29歲嫌犯數,違反毒品危害防制條例總計,1896,1548,348
105,24-29歲嫌犯數,第一級毒品,132,85,47
105,24-29歲嫌犯數,第二級毒品,1682,1392,290
105,24-29歲嫌犯數,第三級毒品,82,71,11
105,24-29歲嫌犯數,第四級毒品,0,0,0
105,24-29歲嫌犯數,其他,0,0,0
105,24-29歲嫌犯數,毀棄損壞,31,27,4
105,24-29歲嫌犯數,妨害公務,37,37,0
105,24-29歲嫌犯數,違反著作權法,20,20,0
105,24-29歲嫌犯數,違反商標法,20,7,13
105,24-29歲嫌犯數,妨害電腦使用,14,12,2
105,24-29歲嫌犯數,強盜搶奪總計,13,13,0
105,24-29歲嫌犯數,強盜,12,12,0
105,24-29歲嫌犯數,搶奪,1,1,0
105,24-29歲嫌犯數,竊佔,2,2,0
105,24-29歲嫌犯數,偽造有價證券,4,4,0
105,24-29歲嫌犯數,妨害秩序,10,5,5
105,24-29歲嫌犯數,違反藥事法,4,3,1
105,24-29歲嫌犯數,違反國家總動員法,0,0,0
105,24-29歲嫌犯數,違反森林法,1,1,0
105,24-29歲嫌犯數,公共危險,427,388,39
105,24-29歲嫌犯數,侵害墳墓屍體,0,0,0
105,24-29歲嫌犯數,重利,31,28,3
105,24-29歲嫌犯數,妨害名譽,55,42,13
105,24-29歲嫌犯數,違反選罷法,1,0,1
105,24-29歲嫌犯數,妨害祕密,11,9,2
