year,age,item,total,"men person","female person"
105,年齡不詳嫌犯數,妨害祕密,0,0,0
105,年齡不詳嫌犯數,遺棄,0,0,0
105,年齡不詳嫌犯數,違反貪污治罪條例,0,0,0
105,年齡不詳嫌犯數,懲治走私條例,0,0,0
105,年齡不詳嫌犯數,妨害兵役,0,0,0
105,年齡不詳嫌犯數,偽造貨幣,0,0,0
105,年齡不詳嫌犯數,偽造度量衡,0,0,0
105,年齡不詳嫌犯數,偽證,0,0,0
105,年齡不詳嫌犯數,誣告,0,0,0
105,年齡不詳嫌犯數,湮滅證據,0,0,0
105,年齡不詳嫌犯數,瀆職,0,0,0
105,年齡不詳嫌犯數,脫逃,0,0,0
105,年齡不詳嫌犯數,藏匿頂替,0,0,0
105,年齡不詳嫌犯數,違反槍砲彈藥刀械管制條例,0,0,0
105,年齡不詳嫌犯數,違反就業服務法,0,0,0
105,年齡不詳嫌犯數,其他,0,0,0
106,總計,總計,37758,31275,6483
106,總計,竊盜總計,4736,3702,1034
106,總計,重大竊盜,4,4,0
106,總計,普通竊盜,4082,3095,987
106,總計,汽車竊盜,153,145,8
106,總計,機車竊盜,497,458,39
106,總計,贓物,28,24,4
106,總計,賭博,1282,958,324
106,總計,傷害總計,1599,1356,243
106,總計,重傷害,1,1,0
106,總計,一般傷害,1598,1355,243
106,總計,詐欺背信總計,2816,2095,721
106,總計,詐欺,2727,2037,690
106,總計,背信,89,58,31
106,總計,妨害自由,1159,960,199
106,總計,殺人總計,67,61,6
106,總計,故意殺人,63,59,4
106,總計,過失致死,4,2,2
106,總計,駕駛過失,1036,846,190
106,總計,妨害婚姻及家庭,101,62,39
106,總計,妨害風化,164,103,61
106,總計,妨害性自主罪總計,470,465,5
106,總計,強制性交,37,37,0
106,總計,共同強制性交,0,0,0
106,總計,對幼性交,7,7,0
106,總計,性交猥褻,426,421,5
106,總計,內亂,0,0,0
106,總計,恐嚇取財總計,117,104,13
106,總計,重大恐嚇取財,0,0,0
106,總計,一般恐嚇取財,117,104,13
106,總計,擄人勒贖,0,0,0
106,總計,侵占,505,334,171
106,總計,偽造文書印文,355,251,104
106,總計,違反毒品危害防制條例總計,12167,10446,1721
106,總計,第一級毒品,1848,1553,295
106,總計,第二級毒品,9622,8266,1356
106,總計,第三級毒品,694,624,70
106,總計,第四級毒品,1,1,0
106,總計,其他,2,2,0
106,總計,毀棄損壞,385,324,61
106,總計,妨害公務,316,287,29
106,總計,違反著作權法,160,127,33
106,總計,違反商標法,38,14,24
106,總計,妨害電腦使用,89,65,24
106,總計,強盜搶奪總計,97,86,11
106,總計,強盜,69,59,10
106,總計,搶奪,28,27,1
106,總計,竊佔,66,52,14
106,總計,偽造有價證券,16,11,5
106,總計,妨害秩序,466,436,30
106,總計,違反藥事法,14,7,7
106,總計,違反國家總動員法,0,0,0
106,總計,違反森林法,8,8,0
106,總計,公共危險,6295,5761,534
106,總計,侵害墳墓屍體,1,1,0
106,總計,重利,215,204,11
106,總計,妨害名譽,750,503,247
106,總計,違反選罷法,0,0,0
106,總計,妨害祕密,61,51,10
106,總計,遺棄,22,6,16
106,總計,違反貪污治罪條例,0,0,0
106,總計,懲治走私條例,0,0,0
106,總計,妨害兵役,0,0,0
106,總計,偽造貨幣,2,2,0
106,總計,偽造度量衡,0,0,0
106,總計,偽證,0,0,0
106,總計,誣告,34,21,13
106,總計,湮滅證據,1,1,0
106,總計,瀆職,0,0,0
106,總計,脫逃,4,2,2
106,總計,藏匿頂替,7,5,2
106,總計,違反槍砲彈藥刀械管制條例,258,241,17
106,總計,違反就業服務法,1,0,1
106,總計,其他,1850,1293,557
106,00-05歲嫌犯數,總計,1,1,0
106,00-05歲嫌犯數,竊盜總計,0,0,0
106,00-05歲嫌犯數,重大竊盜,0,0,0
106,00-05歲嫌犯數,普通竊盜,0,0,0
106,00-05歲嫌犯數,汽車竊盜,0,0,0
106,00-05歲嫌犯數,機車竊盜,0,0,0
106,00-05歲嫌犯數,贓物,0,0,0
106,00-05歲嫌犯數,賭博,0,0,0
106,00-05歲嫌犯數,傷害總計,0,0,0
106,00-05歲嫌犯數,重傷害,0,0,0
106,00-05歲嫌犯數,一般傷害,0,0,0
106,00-05歲嫌犯數,詐欺背信總計,0,0,0
106,00-05歲嫌犯數,詐欺,0,0,0
106,00-05歲嫌犯數,背信,0,0,0
106,00-05歲嫌犯數,妨害自由,0,0,0
106,00-05歲嫌犯數,殺人總計,0,0,0
106,00-05歲嫌犯數,故意殺人,0,0,0
106,00-05歲嫌犯數,過失致死,0,0,0
106,00-05歲嫌犯數,駕駛過失,0,0,0
106,00-05歲嫌犯數,妨害婚姻及家庭,0,0,0
106,00-05歲嫌犯數,妨害風化,0,0,0
106,00-05歲嫌犯數,妨害性自主罪總計,1,1,0
106,00-05歲嫌犯數,強制性交,0,0,0
106,00-05歲嫌犯數,共同強制性交,0,0,0
106,00-05歲嫌犯數,對幼性交,0,0,0
106,00-05歲嫌犯數,性交猥褻,1,1,0
106,00-05歲嫌犯數,內亂,0,0,0
106,00-05歲嫌犯數,恐嚇取財總計,0,0,0
106,00-05歲嫌犯數,重大恐嚇取財,0,0,0
106,00-05歲嫌犯數,一般恐嚇取財,0,0,0
106,00-05歲嫌犯數,擄人勒贖,0,0,0
106,00-05歲嫌犯數,侵占,0,0,0
106,00-05歲嫌犯數,偽造文書印文,0,0,0
106,00-05歲嫌犯數,違反毒品危害防制條例總計,0,0,0
106,00-05歲嫌犯數,第一級毒品,0,0,0
106,00-05歲嫌犯數,第二級毒品,0,0,0
106,00-05歲嫌犯數,第三級毒品,0,0,0
106,00-05歲嫌犯數,第四級毒品,0,0,0
106,00-05歲嫌犯數,其他,0,0,0
106,00-05歲嫌犯數,毀棄損壞,0,0,0
106,00-05歲嫌犯數,妨害公務,0,0,0
106,00-05歲嫌犯數,違反著作權法,0,0,0
106,00-05歲嫌犯數,違反商標法,0,0,0
106,00-05歲嫌犯數,妨害電腦使用,0,0,0
106,00-05歲嫌犯數,強盜搶奪總計,0,0,0
106,00-05歲嫌犯數,強盜,0,0,0
106,00-05歲嫌犯數,搶奪,0,0,0
106,00-05歲嫌犯數,竊佔,0,0,0
106,00-05歲嫌犯數,偽造有價證券,0,0,0
106,00-05歲嫌犯數,妨害秩序,0,0,0
106,00-05歲嫌犯數,違反藥事法,0,0,0
106,00-05歲嫌犯數,違反國家總動員法,0,0,0
106,00-05歲嫌犯數,違反森林法,0,0,0
106,00-05歲嫌犯數,公共危險,0,0,0
106,00-05歲嫌犯數,侵害墳墓屍體,0,0,0
106,00-05歲嫌犯數,重利,0,0,0
106,00-05歲嫌犯數,妨害名譽,0,0,0
106,00-05歲嫌犯數,違反選罷法,0,0,0
106,00-05歲嫌犯數,妨害祕密,0,0,0
106,00-05歲嫌犯數,遺棄,0,0,0
106,00-05歲嫌犯數,違反貪污治罪條例,0,0,0
106,00-05歲嫌犯數,懲治走私條例,0,0,0
106,00-05歲嫌犯數,妨害兵役,0,0,0
106,00-05歲嫌犯數,偽造貨幣,0,0,0
106,00-05歲嫌犯數,偽造度量衡,0,0,0
106,00-05歲嫌犯數,偽證,0,0,0
106,00-05歲嫌犯數,誣告,0,0,0
106,00-05歲嫌犯數,湮滅證據,0,0,0
106,00-05歲嫌犯數,瀆職,0,0,0
106,00-05歲嫌犯數,脫逃,0,0,0
106,00-05歲嫌犯數,藏匿頂替,0,0,0
106,00-05歲嫌犯數,違反槍砲彈藥刀械管制條例,0,0,0
106,00-05歲嫌犯數,違反就業服務法,0,0,0
106,00-05歲嫌犯數,其他,0,0,0
106,6-11歲嫌犯數,總計,70,58,12
106,6-11歲嫌犯數,竊盜總計,52,43,9
106,6-11歲嫌犯數,重大竊盜,0,0,0
106,6-11歲嫌犯數,普通竊盜,51,42,9
106,6-11歲嫌犯數,汽車竊盜,0,0,0
106,6-11歲嫌犯數,機車竊盜,1,1,0
106,6-11歲嫌犯數,贓物,1,1,0
106,6-11歲嫌犯數,賭博,0,0,0
106,6-11歲嫌犯數,傷害總計,9,8,1
106,6-11歲嫌犯數,重傷害,0,0,0
106,6-11歲嫌犯數,一般傷害,9,8,1
106,6-11歲嫌犯數,詐欺背信總計,0,0,0
106,6-11歲嫌犯數,詐欺,0,0,0
106,6-11歲嫌犯數,背信,0,0,0
106,6-11歲嫌犯數,妨害自由,0,0,0
106,6-11歲嫌犯數,殺人總計,0,0,0
106,6-11歲嫌犯數,故意殺人,0,0,0
106,6-11歲嫌犯數,過失致死,0,0,0
106,6-11歲嫌犯數,駕駛過失,3,2,1
106,6-11歲嫌犯數,妨害婚姻及家庭,0,0,0
106,6-11歲嫌犯數,妨害風化,0,0,0
106,6-11歲嫌犯數,妨害性自主罪總計,2,2,0
106,6-11歲嫌犯數,強制性交,0,0,0
106,6-11歲嫌犯數,共同強制性交,0,0,0
106,6-11歲嫌犯數,對幼性交,0,0,0
106,6-11歲嫌犯數,性交猥褻,2,2,0
106,6-11歲嫌犯數,內亂,0,0,0
106,6-11歲嫌犯數,恐嚇取財總計,0,0,0
106,6-11歲嫌犯數,重大恐嚇取財,0,0,0
106,6-11歲嫌犯數,一般恐嚇取財,0,0,0
106,6-11歲嫌犯數,擄人勒贖,0,0,0
106,6-11歲嫌犯數,侵占,1,0,1
106,6-11歲嫌犯數,偽造文書印文,0,0,0
106,6-11歲嫌犯數,違反毒品危害防制條例總計,0,0,0
106,6-11歲嫌犯數,第一級毒品,0,0,0
106,6-11歲嫌犯數,第二級毒品,0,0,0
106,6-11歲嫌犯數,第三級毒品,0,0,0
106,6-11歲嫌犯數,第四級毒品,0,0,0
106,6-11歲嫌犯數,其他,0,0,0
106,6-11歲嫌犯數,毀棄損壞,1,1,0
106,6-11歲嫌犯數,妨害公務,0,0,0
106,6-11歲嫌犯數,違反著作權法,0,0,0
106,6-11歲嫌犯數,違反商標法,0,0,0
106,6-11歲嫌犯數,妨害電腦使用,0,0,0
106,6-11歲嫌犯數,強盜搶奪總計,0,0,0
106,6-11歲嫌犯數,強盜,0,0,0
106,6-11歲嫌犯數,搶奪,0,0,0
106,6-11歲嫌犯數,竊佔,0,0,0
106,6-11歲嫌犯數,偽造有價證券,0,0,0
106,6-11歲嫌犯數,妨害秩序,0,0,0
106,6-11歲嫌犯數,違反藥事法,0,0,0
106,6-11歲嫌犯數,違反國家總動員法,0,0,0
106,6-11歲嫌犯數,違反森林法,0,0,0
106,6-11歲嫌犯數,公共危險,0,0,0
106,6-11歲嫌犯數,侵害墳墓屍體,0,0,0
106,6-11歲嫌犯數,重利,0,0,0
106,6-11歲嫌犯數,妨害名譽,0,0,0
106,6-11歲嫌犯數,違反選罷法,0,0,0
106,6-11歲嫌犯數,妨害祕密,0,0,0
106,6-11歲嫌犯數,遺棄,0,0,0
106,6-11歲嫌犯數,違反貪污治罪條例,0,0,0
106,6-11歲嫌犯數,懲治走私條例,0,0,0
106,6-11歲嫌犯數,妨害兵役,0,0,0
106,6-11歲嫌犯數,偽造貨幣,0,0,0
106,6-11歲嫌犯數,偽造度量衡,0,0,0
106,6-11歲嫌犯數,偽證,0,0,0
106,6-11歲嫌犯數,誣告,0,0,0
106,6-11歲嫌犯數,湮滅證據,0,0,0
106,6-11歲嫌犯數,瀆職,0,0,0
106,6-11歲嫌犯數,脫逃,0,0,0
106,6-11歲嫌犯數,藏匿頂替,0,0,0
106,6-11歲嫌犯數,違反槍砲彈藥刀械管制條例,0,0,0
106,6-11歲嫌犯數,違反就業服務法,0,0,0
106,6-11歲嫌犯數,其他,1,1,0
106,12-17歲嫌犯數,總計,1776,1499,277
106,12-17歲嫌犯數,竊盜總計,270,219,51
106,12-17歲嫌犯數,重大竊盜,0,0,0
106,12-17歲嫌犯數,普通竊盜,204,158,46
106,12-17歲嫌犯數,汽車竊盜,4,3,1
106,12-17歲嫌犯數,機車竊盜,62,58,4
106,12-17歲嫌犯數,贓物,3,2,1
106,12-17歲嫌犯數,賭博,59,56,3
106,12-17歲嫌犯數,傷害總計,108,101,7
106,12-17歲嫌犯數,重傷害,0,0,0
106,12-17歲嫌犯數,一般傷害,108,101,7
106,12-17歲嫌犯數,詐欺背信總計,185,159,26
106,12-17歲嫌犯數,詐欺,183,158,25
106,12-17歲嫌犯數,背信,2,1,1
106,12-17歲嫌犯數,妨害自由,56,50,6
106,12-17歲嫌犯數,殺人總計,12,12,0
106,12-17歲嫌犯數,故意殺人,12,12,0
106,12-17歲嫌犯數,過失致死,0,0,0
106,12-17歲嫌犯數,駕駛過失,23,19,4
106,12-17歲嫌犯數,妨害婚姻及家庭,5,5,0
106,12-17歲嫌犯數,妨害風化,0,0,0
106,12-17歲嫌犯數,妨害性自主罪總計,87,86,1
106,12-17歲嫌犯數,強制性交,4,4,0
106,12-17歲嫌犯數,共同強制性交,0,0,0
106,12-17歲嫌犯數,對幼性交,2,2,0
106,12-17歲嫌犯數,性交猥褻,81,80,1
106,12-17歲嫌犯數,內亂,0,0,0
106,12-17歲嫌犯數,恐嚇取財總計,7,7,0
106,12-17歲嫌犯數,重大恐嚇取財,0,0,0
106,12-17歲嫌犯數,一般恐嚇取財,7,7,0
106,12-17歲嫌犯數,擄人勒贖,0,0,0
106,12-17歲嫌犯數,侵占,9,6,3
106,12-17歲嫌犯數,偽造文書印文,5,3,2
106,12-17歲嫌犯數,違反毒品危害防制條例總計,579,459,120
106,12-17歲嫌犯數,第一級毒品,3,1,2
106,12-17歲嫌犯數,第二級毒品,395,305,90
106,12-17歲嫌犯數,第三級毒品,181,153,28
106,12-17歲嫌犯數,第四級毒品,0,0,0
106,12-17歲嫌犯數,其他,0,0,0
106,12-17歲嫌犯數,毀棄損壞,14,13,1
106,12-17歲嫌犯數,妨害公務,11,9,2
106,12-17歲嫌犯數,違反著作權法,0,0,0
106,12-17歲嫌犯數,違反商標法,0,0,0
106,12-17歲嫌犯數,妨害電腦使用,8,8,0
106,12-17歲嫌犯數,強盜搶奪總計,2,2,0
106,12-17歲嫌犯數,強盜,1,1,0
106,12-17歲嫌犯數,搶奪,1,1,0
106,12-17歲嫌犯數,竊佔,0,0,0
106,12-17歲嫌犯數,偽造有價證券,0,0,0
106,12-17歲嫌犯數,妨害秩序,108,97,11
106,12-17歲嫌犯數,違反藥事法,0,0,0
106,12-17歲嫌犯數,違反國家總動員法,0,0,0
106,12-17歲嫌犯數,違反森林法,0,0,0
106,12-17歲嫌犯數,公共危險,77,68,9
106,12-17歲嫌犯數,侵害墳墓屍體,1,1,0
106,12-17歲嫌犯數,重利,1,1,0
106,12-17歲嫌犯數,妨害名譽,44,31,13
106,12-17歲嫌犯數,違反選罷法,0,0,0
106,12-17歲嫌犯數,妨害祕密,0,0,0
106,12-17歲嫌犯數,遺棄,2,1,1
106,12-17歲嫌犯數,違反貪污治罪條例,0,0,0
106,12-17歲嫌犯數,懲治走私條例,0,0,0
106,12-17歲嫌犯數,妨害兵役,0,0,0
106,12-17歲嫌犯數,偽造貨幣,0,0,0
106,12-17歲嫌犯數,偽造度量衡,0,0,0
106,12-17歲嫌犯數,偽證,0,0,0
106,12-17歲嫌犯數,誣告,0,0,0
106,12-17歲嫌犯數,湮滅證據,0,0,0
106,12-17歲嫌犯數,瀆職,0,0,0
106,12-17歲嫌犯數,脫逃,0,0,0
106,12-17歲嫌犯數,藏匿頂替,0,0,0
106,12-17歲嫌犯數,違反槍砲彈藥刀械管制條例,8,7,1
106,12-17歲嫌犯數,違反就業服務法,0,0,0
106,12-17歲嫌犯數,其他,92,77,15
106,18-23歲嫌犯數,總計,5310,4485,825
106,18-23歲嫌犯數,竊盜總計,327,276,51
106,18-23歲嫌犯數,重大竊盜,0,0,0
106,18-23歲嫌犯數,普通竊盜,258,213,45
106,18-23歲嫌犯數,汽車竊盜,10,10,0
106,18-23歲嫌犯數,機車竊盜,59,53,6
106,18-23歲嫌犯數,贓物,3,3,0
106,18-23歲嫌犯數,賭博,133,109,24
106,18-23歲嫌犯數,傷害總計,220,208,12
106,18-23歲嫌犯數,重傷害,0,0,0
106,18-23歲嫌犯數,一般傷害,220,208,12
106,18-23歲嫌犯數,詐欺背信總計,798,625,173
106,18-23歲嫌犯數,詐欺,793,623,170
106,18-23歲嫌犯數,背信,5,2,3
106,18-23歲嫌犯數,妨害自由,132,116,16
106,18-23歲嫌犯數,殺人總計,19,17,2
106,18-23歲嫌犯數,故意殺人,19,17,2
106,18-23歲嫌犯數,過失致死,0,0,0
106,18-23歲嫌犯數,駕駛過失,170,132,38
106,18-23歲嫌犯數,妨害婚姻及家庭,7,4,3
106,18-23歲嫌犯數,妨害風化,14,12,2
106,18-23歲嫌犯數,妨害性自主罪總計,104,103,1
106,18-23歲嫌犯數,強制性交,9,9,0
106,18-23歲嫌犯數,共同強制性交,0,0,0
106,18-23歲嫌犯數,對幼性交,1,1,0
106,18-23歲嫌犯數,性交猥褻,94,93,1
106,18-23歲嫌犯數,內亂,0,0,0
106,18-23歲嫌犯數,恐嚇取財總計,37,36,1
106,18-23歲嫌犯數,重大恐嚇取財,0,0,0
106,18-23歲嫌犯數,一般恐嚇取財,37,36,1
106,18-23歲嫌犯數,擄人勒贖,0,0,0
106,18-23歲嫌犯數,侵占,55,42,13
106,18-23歲嫌犯數,偽造文書印文,42,32,10
106,18-23歲嫌犯數,違反毒品危害防制條例總計,2067,1751,316
106,18-23歲嫌犯數,第一級毒品,41,25,16
106,18-23歲嫌犯數,第二級毒品,1697,1418,279
106,18-23歲嫌犯數,第三級毒品,328,307,21
106,18-23歲嫌犯數,第四級毒品,0,0,0
106,18-23歲嫌犯數,其他,1,1,0
106,18-23歲嫌犯數,毀棄損壞,51,46,5
106,18-23歲嫌犯數,妨害公務,26,25,1
106,18-23歲嫌犯數,違反著作權法,0,0,0
106,18-23歲嫌犯數,違反商標法,2,1,1
106,18-23歲嫌犯數,妨害電腦使用,13,7,6
106,18-23歲嫌犯數,強盜搶奪總計,9,8,1
106,18-23歲嫌犯數,強盜,8,7,1
106,18-23歲嫌犯數,搶奪,1,1,0
106,18-23歲嫌犯數,竊佔,0,0,0
106,18-23歲嫌犯數,偽造有價證券,2,2,0
106,18-23歲嫌犯數,妨害秩序,217,206,11
106,18-23歲嫌犯數,違反藥事法,2,0,2
106,18-23歲嫌犯數,違反國家總動員法,0,0,0
106,18-23歲嫌犯數,違反森林法,0,0,0
106,18-23歲嫌犯數,公共危險,389,345,44
106,18-23歲嫌犯數,侵害墳墓屍體,0,0,0
106,18-23歲嫌犯數,重利,48,48,0
106,18-23歲嫌犯數,妨害名譽,116,82,34
106,18-23歲嫌犯數,違反選罷法,0,0,0
106,18-23歲嫌犯數,妨害祕密,11,10,1
106,18-23歲嫌犯數,遺棄,2,1,1
106,18-23歲嫌犯數,違反貪污治罪條例,0,0,0
106,18-23歲嫌犯數,懲治走私條例,0,0,0
106,18-23歲嫌犯數,妨害兵役,0,0,0
106,18-23歲嫌犯數,偽造貨幣,0,0,0
106,18-23歲嫌犯數,偽造度量衡,0,0,0
106,18-23歲嫌犯數,偽證,0,0,0
106,18-23歲嫌犯數,誣告,6,2,4
106,18-23歲嫌犯數,湮滅證據,0,0,0
106,18-23歲嫌犯數,瀆職,0,0,0
106,18-23歲嫌犯數,脫逃,2,2,0
106,18-23歲嫌犯數,藏匿頂替,1,1,0
106,18-23歲嫌犯數,違反槍砲彈藥刀械管制條例,58,54,4
106,18-23歲嫌犯數,違反就業服務法,0,0,0
106,18-23歲嫌犯數,其他,227,179,48
106,24-29歲嫌犯數,總計,5146,4193,953
106,24-29歲嫌犯數,竊盜總計,396,318,78
106,24-29歲嫌犯數,重大竊盜,2,2,0
106,24-29歲嫌犯數,普通竊盜,325,253,72
106,24-29歲嫌犯數,汽車竊盜,14,13,1
106,24-29歲嫌犯數,機車竊盜,55,50,5
106,24-29歲嫌犯數,贓物,5,5,0
106,24-29歲嫌犯數,賭博,146,121,25
106,24-29歲嫌犯數,傷害總計,190,170,20
106,24-29歲嫌犯數,重傷害,0,0,0
106,24-29歲嫌犯數,一般傷害,190,170,20
106,24-29歲嫌犯數,詐欺背信總計,668,507,161
106,24-29歲嫌犯數,詐欺,653,498,155
106,24-29歲嫌犯數,背信,15,9,6
106,24-29歲嫌犯數,妨害自由,132,109,23
106,24-29歲嫌犯數,殺人總計,12,11,1
106,24-29歲嫌犯數,故意殺人,11,11,0
106,24-29歲嫌犯數,過失致死,1,0,1
106,24-29歲嫌犯數,駕駛過失,123,100,23
106,24-29歲嫌犯數,妨害婚姻及家庭,12,8,4
106,24-29歲嫌犯數,妨害風化,22,15,7
106,24-29歲嫌犯數,妨害性自主罪總計,61,61,0
106,24-29歲嫌犯數,強制性交,5,5,0
106,24-29歲嫌犯數,共同強制性交,0,0,0
106,24-29歲嫌犯數,對幼性交,2,2,0
106,24-29歲嫌犯數,性交猥褻,54,54,0
106,24-29歲嫌犯數,內亂,0,0,0
106,24-29歲嫌犯數,恐嚇取財總計,16,12,4
106,24-29歲嫌犯數,重大恐嚇取財,0,0,0
106,24-29歲嫌犯數,一般恐嚇取財,16,12,4
106,24-29歲嫌犯數,擄人勒贖,0,0,0
106,24-29歲嫌犯數,侵占,74,49,25
106,24-29歲嫌犯數,偽造文書印文,67,57,10
106,24-29歲嫌犯數,違反毒品危害防制條例總計,2063,1699,364
106,24-29歲嫌犯數,第一級毒品,100,64,36
106,24-29歲嫌犯數,第二級毒品,1848,1532,316
106,24-29歲嫌犯數,第三級毒品,115,103,12
106,24-29歲嫌犯數,第四級毒品,0,0,0
106,24-29歲嫌犯數,其他,0,0,0
106,24-29歲嫌犯數,毀棄損壞,49,39,10
106,24-29歲嫌犯數,妨害公務,36,34,2
106,24-29歲嫌犯數,違反著作權法,8,8,0
106,24-29歲嫌犯數,違反商標法,12,4,8
106,24-29歲嫌犯數,妨害電腦使用,26,22,4
106,24-29歲嫌犯數,強盜搶奪總計,21,20,1
106,24-29歲嫌犯數,強盜,18,17,1
106,24-29歲嫌犯數,搶奪,3,3,0
106,24-29歲嫌犯數,竊佔,1,1,0
106,24-29歲嫌犯數,偽造有價證券,1,0,1
106,24-29歲嫌犯數,妨害秩序,62,58,4
106,24-29歲嫌犯數,違反藥事法,1,1,0
106,24-29歲嫌犯數,違反國家總動員法,0,0,0
106,24-29歲嫌犯數,違反森林法,0,0,0
106,24-29歲嫌犯數,公共危險,449,404,45
106,24-29歲嫌犯數,侵害墳墓屍體,0,0,0
106,24-29歲嫌犯數,重利,73,73,0
106,24-29歲嫌犯數,妨害名譽,94,67,27
106,24-29歲嫌犯數,違反選罷法,0,0,0
106,24-29歲嫌犯數,妨害祕密,12,10,2
106,24-29歲嫌犯數,遺棄,0,0,0
106,24-29歲嫌犯數,違反貪污治罪條例,0,0,0
106,24-29歲嫌犯數,懲治走私條例,0,0,0
106,24-29歲嫌犯數,妨害兵役,0,0,0
106,24-29歲嫌犯數,偽造貨幣,0,0,0
106,24-29歲嫌犯數,偽造度量衡,0,0,0
106,24-29歲嫌犯數,偽證,0,0,0
106,24-29歲嫌犯數,誣告,1,1,0
106,24-29歲嫌犯數,湮滅證據,0,0,0
106,24-29歲嫌犯數,瀆職,0,0,0
106,24-29歲嫌犯數,脫逃,0,0,0
106,24-29歲嫌犯數,藏匿頂替,2,1,1
106,24-29歲嫌犯數,違反槍砲彈藥刀械管制條例,53,49,4
106,24-29歲嫌犯數,違反就業服務法,0,0,0
106,24-29歲嫌犯數,其他,258,159,99
106,30-39歲嫌犯數,總計,9823,8081,1742
106,30-39歲嫌犯數,竊盜總計,1247,1015,232
106,30-39歲嫌犯數,重大竊盜,1,1,0
106,30-39歲嫌犯數,普通竊盜,1091,878,213
106,30-39歲嫌犯數,汽車竊盜,46,41,5
106,30-39歲嫌犯數,機車竊盜,109,95,14
106,30-39歲嫌犯數,贓物,6,5,1
106,30-39歲嫌犯數,賭博,188,155,33
106,30-39歲嫌犯數,傷害總計,332,284,48
106,30-39歲嫌犯數,重傷害,1,1,0
106,30-39歲嫌犯數,一般傷害,331,283,48
106,30-39歲嫌犯數,詐欺背信總計,611,422,189
106,30-39歲嫌犯數,詐欺,584,400,184
106,30-39歲嫌犯數,背信,27,22,5
106,30-39歲嫌犯數,妨害自由,296,250,46
106,30-39歲嫌犯數,殺人總計,12,9,3
106,30-39歲嫌犯數,故意殺人,10,8,2
106,30-39歲嫌犯數,過失致死,2,1,1
106,30-39歲嫌犯數,駕駛過失,196,160,36
106,30-39歲嫌犯數,妨害婚姻及家庭,30,17,13
106,30-39歲嫌犯數,妨害風化,59,37,22
106,30-39歲嫌犯數,妨害性自主罪總計,91,89,2
106,30-39歲嫌犯數,強制性交,8,8,0
106,30-39歲嫌犯數,共同強制性交,0,0,0
106,30-39歲嫌犯數,對幼性交,0,0,0
106,30-39歲嫌犯數,性交猥褻,83,81,2
106,30-39歲嫌犯數,內亂,0,0,0
106,30-39歲嫌犯數,恐嚇取財總計,27,24,3
106,30-39歲嫌犯數,重大恐嚇取財,0,0,0
106,30-39歲嫌犯數,一般恐嚇取財,27,24,3
106,30-39歲嫌犯數,擄人勒贖,0,0,0
106,30-39歲嫌犯數,侵占,108,72,36
106,30-39歲嫌犯數,偽造文書印文,109,79,30
106,30-39歲嫌犯數,違反毒品危害防制條例總計,3923,3340,583
106,30-39歲嫌犯數,第一級毒品,696,555,141
106,30-39歲嫌犯數,第二級毒品,3173,2738,435
106,30-39歲嫌犯數,第三級毒品,54,47,7
106,30-39歲嫌犯數,第四級毒品,0,0,0
106,30-39歲嫌犯數,其他,0,0,0
106,30-39歲嫌犯數,毀棄損壞,79,67,12
106,30-39歲嫌犯數,妨害公務,93,84,9
106,30-39歲嫌犯數,違反著作權法,59,52,7
106,30-39歲嫌犯數,違反商標法,15,5,10
106,30-39歲嫌犯數,妨害電腦使用,22,15,7
106,30-39歲嫌犯數,強盜搶奪總計,34,31,3
106,30-39歲嫌犯數,強盜,24,21,3
106,30-39歲嫌犯數,搶奪,10,10,0
106,30-39歲嫌犯數,竊佔,5,4,1
106,30-39歲嫌犯數,偽造有價證券,7,3,4
106,30-39歲嫌犯數,妨害秩序,55,53,2
106,30-39歲嫌犯數,違反藥事法,7,4,3
106,30-39歲嫌犯數,違反國家總動員法,0,0,0
106,30-39歲嫌犯數,違反森林法,0,0,0
106,30-39歲嫌犯數,公共危險,1368,1232,136
106,30-39歲嫌犯數,侵害墳墓屍體,0,0,0
106,30-39歲嫌犯數,重利,30,25,5
106,30-39歲嫌犯數,妨害名譽,168,110,58
106,30-39歲嫌犯數,違反選罷法,0,0,0
106,30-39歲嫌犯數,妨害祕密,16,14,2
106,30-39歲嫌犯數,遺棄,7,2,5
106,30-39歲嫌犯數,違反貪污治罪條例,0,0,0
106,30-39歲嫌犯數,懲治走私條例,0,0,0
106,30-39歲嫌犯數,妨害兵役,0,0,0
106,30-39歲嫌犯數,偽造貨幣,0,0,0
106,30-39歲嫌犯數,偽造度量衡,0,0,0
106,30-39歲嫌犯數,偽證,0,0,0
106,30-39歲嫌犯數,誣告,6,5,1
106,30-39歲嫌犯數,湮滅證據,0,0,0
106,30-39歲嫌犯數,瀆職,0,0,0
106,30-39歲嫌犯數,脫逃,1,0,1
106,30-39歲嫌犯數,藏匿頂替,3,2,1
106,30-39歲嫌犯數,違反槍砲彈藥刀械管制條例,88,82,6
106,30-39歲嫌犯數,違反就業服務法,0,0,0
106,30-39歲嫌犯數,其他,525,333,192
106,40-49歲嫌犯數,總計,8241,7016,1225
106,40-49歲嫌犯數,竊盜總計,1160,957,203
106,40-49歲嫌犯數,重大竊盜,1,1,0
106,40-49歲嫌犯數,普通竊盜,950,753,197
106,40-49歲嫌犯數,汽車竊盜,64,63,1
106,40-49歲嫌犯數,機車竊盜,145,140,5
106,40-49歲嫌犯數,贓物,4,4,0
106,40-49歲嫌犯數,賭博,183,145,38
